paquet,version,licence,depot
itertools,0.13.0,MIT OR Apache-2.0,https://github.com/rust-itertools/itertools
itertools,0.14.0,MIT OR Apache-2.0,https://github.com/rust-itertools/itertools
itoa,1.0.18,MIT OR Apache-2.0,https://github.com/dtolnay/itoa
jni,0.21.1,MIT/Apache-2.0,https://github.com/jni-rs/jni-rs
jni,0.22.4,MIT OR Apache-2.0,https://github.com/jni-rs/jni-rs
jni-macros,0.22.4,MIT OR Apache-2.0,https://github.com/jni-rs/jni-rs
jni-sys,0.3.1,MIT OR Apache-2.0,https://github.com/jni-rs/jni-sys
jni-sys,0.4.1,MIT OR Apache-2.0,https://github.com/jni-rs/jni-sys
jni-sys-macros,0.4.1,MIT OR Apache-2.0,https://github.com/jni-rs/jni-sys
jobserver,0.1.34,MIT OR Apache-2.0,https://github.com/rust-lang/jobserver-rs
js-sys,0.3.98,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/js-sys
khronos-egl,6.0.0,MIT/Apache-2.0,https://github.com/timothee-haudebourg/khronos-egl
khronos_api,3.1.0,Apache-2.0,https://github.com/brendanzab/gl-rs/
kira,0.10.8,MIT OR Apache-2.0,https://github.com/tesselode/kira
kqueue,1.2.1,MIT,https://gitlab.com/rust-kqueue/rust-kqueue
kqueue-sys,1.1.2,MIT,https://gitlab.com/rust-kqueue/rust-kqueue-sys
ktx2,0.4.0,Apache-2.0,https://github.com/BVE-Reborn/ktx2
lazy_static,1.5.0,MIT OR Apache-2.0,https://github.com/rust-lang-nursery/lazy-static.rs
leafwing-input-manager,0.20.0,MIT OR Apache-2.0,https://github.com/leafwing-studios/leafwing-input-manager
leafwing_input_manager_macros,0.17.0,MIT OR Apache-2.0,https://github.com/leafwing-studios/leafwing-input-manager
leb128fmt,0.1.0,MIT OR Apache-2.0,https://github.com/bluk/leb128fmt
lewton,0.10.2,MIT OR Apache-2.0,https://github.com/RustAudio/lewton
libc,0.2.186,MIT OR Apache-2.0,https://github.com/rust-lang/libc
libloading,0.8.9,ISC,https://github.com/nagisa/rust_libloading/
libm,0.2.16,MIT,https://github.com/rust-lang/compiler-builtins
libredox,0.1.16,MIT,https://gitlab.redox-os.org/redox-os/libredox.git
libudev-sys,0.1.4,MIT,https://github.com/dcuddeback/libudev-sys
linebender_resource_handle,0.1.1,Apache-2.0 OR MIT,https://github.com/linebender/raw_resource_handle
linux-raw-sys,0.12.1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/sunfishcode/linux-raw-sys
linux-raw-sys,0.4.15,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/sunfishcode/linux-raw-sys
litemap,0.8.2,Unicode-3.0,https://github.com/unicode-org/icu4x
litrs,1.0.0,MIT OR Apache-2.0,https://github.com/LukasKalbertodt/litrs
lock_api,0.4.14,MIT OR Apache-2.0,https://github.com/Amanieu/parking_lot
log,0.4.29,MIT OR Apache-2.0,https://github.com/rust-lang/log
mach2,0.4.3,BSD-2-Clause OR MIT OR Apache-2.0,https://github.com/JohnTitor/mach2
malloc_buf,0.0.6,MIT,https://github.com/SSheldon/malloc_buf
matchers,0.2.0,MIT,https://github.com/hawkw/matchers
matrixmultiply,0.3.10,MIT/Apache-2.0,https://github.com/bluss/matrixmultiply/
memchr,2.8.0,Unlicense OR MIT,https://github.com/BurntSushi/memchr
memmap2,0.9.10,MIT OR Apache-2.0,https://github.com/RazrFalcon/memmap2-rs
metal,0.32.0,MIT OR Apache-2.0,https://github.com/gfx-rs/metal-rs
minimal-lexical,0.2.1,MIT/Apache-2.0,https://github.com/Alexhuszagh/minimal-lexical
miniz_oxide,0.8.9,MIT OR Zlib OR Apache-2.0,https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide
mint,0.5.9,MIT,https://github.com/kvark/mint
mio,1.2.2,MIT,https://github.com/tokio-rs/mio
moxcms,0.8.1,BSD-3-Clause OR Apache-2.0,https://github.com/awxkee/moxcms.git
naga,27.0.3,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
naga_oil,0.20.0,MIT OR Apache-2.0,https://github.com/bevyengine/naga_oil/
nalgebra,0.34.2,Apache-2.0,https://github.com/dimforge/nalgebra
nalgebra-macros,0.3.0,Apache-2.0,https://github.com/dimforge/nalgebra
ndk,0.8.0,MIT OR Apache-2.0,https://github.com/rust-mobile/ndk
ndk,0.9.0,MIT OR Apache-2.0,https://github.com/rust-mobile/ndk
ndk-context,0.1.1,MIT OR Apache-2.0,https://github.com/rust-windowing/android-ndk-rs
ndk-sys,0.5.0+25.2.9519653,MIT OR Apache-2.0,https://github.com/rust-mobile/ndk
ndk-sys,0.6.0+11769913,MIT OR Apache-2.0,https://github.com/rust-mobile/ndk
ndshape,0.3.0,MIT OR Apache-2.0,https://github.com/bonsairobo/ndshape-rs
nix,0.30.1,MIT,https://github.com/nix-rust/nix
nix,0.31.3,MIT,https://github.com/nix-rust/nix
nohash-hasher,0.2.0,Apache-2.0 OR MIT,https://github.com/paritytech/nohash-hasher
noise,0.9.0,Apache-2.0/MIT,https://github.com/razaekel/noise-rs
nom,7.1.3,MIT,https://github.com/Geal/nom
nonmax,0.5.5,MIT OR Apache-2.0,https://github.com/LPGhatguy/nonmax
notify,8.2.0,CC0-1.0,https://github.com/notify-rs/notify.git
notify-debouncer-full,0.6.0,MIT OR Apache-2.0,https://github.com/notify-rs/notify.git
notify-types,2.1.0,MIT OR Apache-2.0,https://github.com/notify-rs/notify.git
ntapi,0.4.3,Apache-2.0 OR MIT,https://github.com/MSxDOS/ntapi
nu-ansi-term,0.50.3,MIT,https://github.com/nushell/nu-ansi-term
num-bigint,0.4.6,MIT OR Apache-2.0,https://github.com/rust-num/num-bigint
num-complex,0.4.6,MIT OR Apache-2.0,https://github.com/rust-num/num-complex
num-derive,0.4.2,MIT OR Apache-2.0,https://github.com/rust-num/num-derive
num-integer,0.1.46,MIT OR Apache-2.0,https://github.com/rust-num/num-integer
num-rational,0.4.2,MIT OR Apache-2.0,https://github.com/rust-num/num-rational
num-traits,0.2.19,MIT OR Apache-2.0,https://github.com/rust-num/num-traits
num_enum,0.7.6,BSD-3-Clause OR MIT OR Apache-2.0,https://github.com/illicitonion/num_enum
num_enum_derive,0.7.6,BSD-3-Clause OR MIT OR Apache-2.0,https://github.com/illicitonion/num_enum
objc,0.2.7,MIT,http://github.com/SSheldon/rust-objc
objc-sys,0.3.5,MIT,https://github.com/madsmtm/objc2
objc2,0.5.2,MIT,https://github.com/madsmtm/objc2
objc2,0.6.4,MIT,https://github.com/madsmtm/objc2
objc2-app-kit,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-app-kit,0.3.2,Zlib OR Apache-2.0 OR MIT,https://github.com/madsmtm/objc2
objc2-cloud-kit,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-contacts,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-core-data,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-core-foundation,0.3.2,Zlib OR Apache-2.0 OR MIT,https://github.com/madsmtm/objc2
objc2-core-graphics,0.3.2,Zlib OR Apache-2.0 OR MIT,https://github.com/madsmtm/objc2
objc2-core-image,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-core-location,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-encode,4.1.0,MIT,https://github.com/madsmtm/objc2
objc2-foundation,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-foundation,0.3.2,MIT,https://github.com/madsmtm/objc2
objc2-io-kit,0.3.2,Zlib OR Apache-2.0 OR MIT,https://github.com/madsmtm/objc2
objc2-io-surface,0.3.2,Zlib OR Apache-2.0 OR MIT,https://github.com/madsmtm/objc2
objc2-link-presentation,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-metal,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-quartz-core,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-symbols,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-ui-kit,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-uniform-type-identifiers,0.2.2,MIT,https://github.com/madsmtm/objc2
objc2-user-notifications,0.2.2,MIT,https://github.com/madsmtm/objc2
oboe,0.6.1,Apache-2.0,https://github.com/katyo/oboe-rs
oboe-sys,0.6.1,Apache-2.0,https://github.com/katyo/oboe-rs
offset-allocator,0.2.0,MIT,https://github.com/pcwalton/offset-allocator/
ogg,0.8.0,BSD-3-Clause,https://github.com/RustAudio/ogg
once_cell,1.21.4,MIT OR Apache-2.0,https://github.com/matklad/once_cell
once_cell_polyfill,1.70.2,MIT OR Apache-2.0,https://github.com/polyfill-rs/once_cell_polyfill
oorandom,11.1.5,MIT,https://hg.sr.ht/~icefox/oorandom
orbclient,0.3.54,MIT,https://gitlab.redox-os.org/redox-os/orbclient
ordered-float,5.3.0,MIT,https://github.com/reem/rust-ordered-float
owned_ttf_parser,0.25.1,Apache-2.0,https://github.com/alexheretic/owned-ttf-parser
parking,2.2.1,Apache-2.0 OR MIT,https://github.com/smol-rs/parking
parking_lot,0.12.5,MIT OR Apache-2.0,https://github.com/Amanieu/parking_lot
parking_lot_core,0.9.12,MIT OR Apache-2.0,https://github.com/Amanieu/parking_lot
parry3d,0.25.3,Apache-2.0,https://github.com/dimforge/parry
paste,1.0.15,MIT OR Apache-2.0,https://github.com/dtolnay/paste
percent-encoding,2.3.2,MIT OR Apache-2.0,https://github.com/servo/rust-url/
petgraph,0.8.3,MIT OR Apache-2.0,https://github.com/petgraph/petgraph
pin-project,1.1.13,Apache-2.0 OR MIT,https://github.com/taiki-e/pin-project
pin-project-internal,1.1.13,Apache-2.0 OR MIT,https://github.com/taiki-e/pin-project
pin-project-lite,0.2.17,Apache-2.0 OR MIT,https://github.com/taiki-e/pin-project-lite
piper,0.2.5,MIT OR Apache-2.0,https://github.com/smol-rs/piper
pkg-config,0.3.33,MIT OR Apache-2.0,https://github.com/rust-lang/pkg-config-rs
plain,0.2.3,MIT/Apache-2.0,https://github.com/randomites/plain
png,0.18.1,MIT OR Apache-2.0,https://github.com/image-rs/image-png
polling,3.11.0,Apache-2.0 OR MIT,https://github.com/smol-rs/polling
polyanya,0.16.1,MIT OR Apache-2.0,https://github.com/vleue/polyanya
portable-atomic,1.13.1,Apache-2.0 OR MIT,https://github.com/taiki-e/portable-atomic
portable-atomic-util,0.2.7,Apache-2.0 OR MIT,https://github.com/taiki-e/portable-atomic-util
potential_utf,0.1.5,Unicode-3.0,https://github.com/unicode-org/icu4x
pp-rs,0.2.1,BSD-3-Clause,https://github.com/Kangz/glslpp-rs
ppv-lite86,0.2.21,MIT OR Apache-2.0,https://github.com/cryptocorrosion/cryptocorrosion
presser,0.3.1,MIT OR Apache-2.0,https://github.com/EmbarkStudios/presser
prettyplease,0.2.37,MIT OR Apache-2.0,https://github.com/dtolnay/prettyplease
proc-macro-crate,3.5.0,MIT OR Apache-2.0,https://github.com/bkchr/proc-macro-crate
proc-macro2,1.0.106,MIT OR Apache-2.0,https://github.com/dtolnay/proc-macro2
profiling,1.0.18,MIT OR Apache-2.0,https://github.com/aclysma/profiling
profiling-procmacros,1.0.18,MIT OR Apache-2.0,https://github.com/aclysma/profiling
proptest,1.11.0,MIT OR Apache-2.0,https://github.com/proptest-rs/proptest
pxfm,0.1.29,BSD-3-Clause OR Apache-2.0,https://github.com/awxkee/pxfm
quick-error,1.2.3,MIT/Apache-2.0,http://github.com/tailhook/quick-error
quick-error,2.0.1,MIT/Apache-2.0,http://github.com/tailhook/quick-error
quick-xml,0.39.4,MIT,https://github.com/tafia/quick-xml
quote,1.0.45,MIT OR Apache-2.0,https://github.com/dtolnay/quote
r-efi,5.3.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,https://github.com/r-efi/r-efi
r-efi,6.0.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,https://github.com/r-efi/r-efi
radsort,0.1.1,MIT OR Apache-2.0,https://github.com/jakubvaltar/radsort
rand,0.10.1,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand,0.8.6,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand,0.9.4,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.3.1,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.9.0,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_core,0.10.1,MIT OR Apache-2.0,https://github.com/rust-random/rand_core
rand_core,0.6.4,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_core,0.9.5,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_distr,0.5.1,MIT OR Apache-2.0,https://github.com/rust-random/rand_distr
rand_pcg,0.9.0,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_xorshift,0.3.0,MIT OR Apache-2.0,https://github.com/rust-random/rngs
rand_xorshift,0.4.0,MIT OR Apache-2.0,https://github.com/rust-random/rngs
rand_xoshiro,0.7.0,MIT OR Apache-2.0,https://github.com/rust-random/rngs
range-alloc,0.1.5,MIT OR Apache-2.0,https://github.com/gfx-rs/range-alloc
rangemap,1.7.1,MIT/Apache-2.0,https://github.com/jeffparsons/rangemap
rapier3d,0.31.0,Apache-2.0,https://github.com/dimforge/rapier
raw-window-handle,0.6.2,MIT OR Apache-2.0 OR Zlib,https://github.com/rust-windowing/raw-window-handle
rawpointer,0.2.1,MIT/Apache-2.0,https://github.com/bluss/rawpointer/
rayon,1.12.0,MIT OR Apache-2.0,https://github.com/rayon-rs/rayon
rayon-core,1.13.0,MIT OR Apache-2.0,https://github.com/rayon-rs/rayon
read-fonts,0.36.0,MIT OR Apache-2.0,https://github.com/googlefonts/fontations
read-fonts,0.37.0,MIT OR Apache-2.0,https://github.com/googlefonts/fontations
rectangle-pack,0.4.2,MIT/Apache-2.0,https://github.com/chinedufn/rectangle-pack
redox_syscall,0.4.1,MIT,https://gitlab.redox-os.org/redox-os/syscall
redox_syscall,0.5.18,MIT,https://gitlab.redox-os.org/redox-os/syscall
redox_syscall,0.7.5,MIT,https://gitlab.redox-os.org/redox-os/syscall
regex,1.12.3,MIT OR Apache-2.0,https://github.com/rust-lang/regex
regex-automata,0.4.14,MIT OR Apache-2.0,https://github.com/rust-lang/regex
regex-syntax,0.8.10,MIT OR Apache-2.0,https://github.com/rust-lang/regex
renderdoc-sys,1.1.0,MIT OR Apache-2.0,https://github.com/ebkalderon/renderdoc-rs
rerecast,0.3.2,MIT OR Apache-2.0,https://github.com/janhohenheim/rerecast
ring,0.17.14,Apache-2.0 AND ISC,https://github.com/briansmith/ring
robust,1.2.0,MIT OR Apache-2.0,https://github.com/georust/robust
rodio,0.20.1,MIT OR Apache-2.0,https://github.com/RustAudio/rodio
ron,0.12.1,MIT OR Apache-2.0,https://github.com/ron-rs/ron
ron,0.8.1,MIT OR Apache-2.0,https://github.com/ron-rs/ron
roxmltree,0.20.0,MIT OR Apache-2.0,https://github.com/RazrFalcon/roxmltree
rstar,0.12.2,MIT OR Apache-2.0,https://github.com/georust/rstar
rtrb,0.3.4,MIT OR Apache-2.0,https://github.com/mgeier/rtrb
rustc-hash,1.1.0,Apache-2.0/MIT,https://github.com/rust-lang-nursery/rustc-hash
rustc-hash,2.1.2,Apache-2.0 OR MIT,https://github.com/rust-lang/rustc-hash
rustc_version,0.4.1,MIT OR Apache-2.0,https://github.com/djc/rustc-version-rs
rustix,0.38.44,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/rustix
rustix,1.1.4,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/rustix
rustls,0.23.40,Apache-2.0 OR ISC OR MIT,https://github.com/rustls/rustls
rustls-pki-types,1.14.1,MIT OR Apache-2.0,https://github.com/rustls/pki-types
rustls-webpki,0.103.13,ISC,https://github.com/rustls/webpki
rustversion,1.0.22,MIT OR Apache-2.0,https://github.com/dtolnay/rustversion
rusty-fork,0.3.1,MIT/Apache-2.0,https://github.com/altsysrq/rusty-fork
ruzstd,0.8.3,MIT,https://github.com/KillingSpark/zstd-rs
safe_arch,0.7.4,Zlib OR Apache-2.0 OR MIT,https://github.com/Lokathor/safe_arch
same-file,1.0.6,Unlicense/MIT,https://github.com/BurntSushi/same-file
scoped-tls,1.0.1,MIT/Apache-2.0,https://github.com/alexcrichton/scoped-tls
scopeguard,1.2.0,MIT OR Apache-2.0,https://github.com/bluss/scopeguard
sctk-adwaita,0.10.1,MIT,https://github.com/PolyMeilex/sctk-adwaita
self_cell,1.2.2,Apache-2.0 OR GPL-2.0-only,https://github.com/Voultapher/self_cell
semver,1.0.28,MIT OR Apache-2.0,https://github.com/dtolnay/semver
send_wrapper,0.6.0,MIT/Apache-2.0,https://github.com/thk1/send_wrapper
serde,1.0.228,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_core,1.0.228,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_derive,1.0.228,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_flexitos,0.2.2,Apache-2.0,https://github.com/Gohla/serde_flexitos
serde_json,1.0.149,MIT OR Apache-2.0,https://github.com/serde-rs/json
serde_spanned,0.6.9,MIT OR Apache-2.0,https://github.com/toml-rs/toml
sha2,0.10.9,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
sharded-slab,0.1.7,MIT,https://github.com/hawkw/sharded-slab
shlex,1.3.0,MIT OR Apache-2.0,https://github.com/comex/rust-shlex
sif-itree,0.4.1,MIT OR Apache-2.0,https://codeberg.org/adamreichold/sif-itree
simba,0.9.1,Apache-2.0,https://github.com/dimforge/simba
simd-adler32,0.3.9,MIT,https://github.com/mcountryman/simd-adler32
simd_cesu8,1.1.1,Apache-2.0 OR MIT,https://github.com/seancroach/simd_cesu8
simdutf8,0.1.5,MIT OR Apache-2.0,https://github.com/rusticstuff/simdutf8
skrifa,0.39.0,MIT OR Apache-2.0,https://github.com/googlefonts/fontations
skrifa,0.40.0,MIT OR Apache-2.0,https://github.com/googlefonts/fontations
slab,0.4.12,MIT,https://github.com/tokio-rs/slab
slotmap,1.1.1,Zlib,https://github.com/orlp/slotmap
smallvec,1.15.1,MIT OR Apache-2.0,https://github.com/servo/rust-smallvec
smithay-client-toolkit,0.19.2,MIT,https://github.com/smithay/client-toolkit
smol_str,0.2.2,MIT OR Apache-2.0,https://github.com/rust-analyzer/smol_str
spade,2.15.1,MIT OR Apache-2.0,https://github.com/Stoeoef/spade
spin,0.10.1,MIT,https://github.com/mvdnes/spin-rs.git
spirv,0.3.0+sdk-1.3.268.0,Apache-2.0,https://github.com/gfx-rs/rspirv
stable_deref_trait,1.2.1,MIT OR Apache-2.0,https://github.com/storyyeller/stable_deref_trait
stackfuture,0.3.1,MIT,https://github.com/microsoft/stackfuture
static_assertions,1.1.0,MIT OR Apache-2.0,https://github.com/nvzqz/static-assertions-rs
strict-num,0.1.1,MIT,https://github.com/RazrFalcon/strict-num
strsim,0.11.1,MIT,https://github.com/rapidfuzz/strsim-rs
subtle,2.6.1,BSD-3-Clause,https://github.com/dalek-cryptography/subtle
svg_fmt,0.4.5,MIT/Apache-2.0,https://github.com/nical/rust_debug
swash,0.2.7,Apache-2.0 OR MIT,https://github.com/dfrg/swash
symphonia,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
symphonia-bundle-mp3,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
symphonia-codec-vorbis,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
symphonia-core,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
symphonia-format-ogg,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
symphonia-metadata,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
symphonia-utils-xiph,0.5.5,MPL-2.0,https://github.com/pdeljanov/Symphonia
syn,2.0.117,MIT OR Apache-2.0,https://github.com/dtolnay/syn
syn,3.0.3,MIT OR Apache-2.0,https://github.com/dtolnay/syn
synstructure,0.13.2,MIT,https://github.com/mystor/synstructure
sys-locale,0.3.2,MIT OR Apache-2.0,https://github.com/1Password/sys-locale
sysinfo,0.32.1,MIT,https://github.com/GuillaumeGomez/sysinfo
sysinfo,0.37.2,MIT,https://github.com/GuillaumeGomez/sysinfo
taffy,0.9.2,MIT,https://github.com/DioxusLabs/taffy
tempfile,3.27.0,MIT OR Apache-2.0,https://github.com/Stebalien/tempfile
termcolor,1.4.1,Unlicense OR MIT,https://github.com/BurntSushi/termcolor
thiserror,1.0.69,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror,2.0.20,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl,1.0.69,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thiserror-impl,2.0.20,MIT OR Apache-2.0,https://github.com/dtolnay/thiserror
thread_local,1.1.9,MIT OR Apache-2.0,https://github.com/Amanieu/thread_local-rs
tiff,0.11.3,MIT,https://github.com/image-rs/image-tiff
tiny-skia,0.11.4,BSD-3-Clause,https://github.com/RazrFalcon/tiny-skia
tiny-skia-path,0.11.4,BSD-3-Clause,https://github.com/RazrFalcon/tiny-skia/tree/master/path
tinystr,0.8.3,Unicode-3.0,https://github.com/unicode-org/icu4x
tinytemplate,1.2.1,Apache-2.0 OR MIT,https://github.com/bheisler/TinyTemplate
tinyvec,1.11.0,Zlib OR Apache-2.0 OR MIT,https://github.com/Lokathor/tinyvec
tinyvec_macros,0.1.1,MIT OR Apache-2.0 OR Zlib,https://github.com/Soveu/tinyvec_macros
toml,0.8.23,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,0.6.11,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,0.7.5+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_datetime,1.1.1+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.22.27,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.23.10+spec-1.0.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_edit,0.25.11+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_parser,1.1.2+spec-1.1.0,MIT OR Apache-2.0,https://github.com/toml-rs/toml
toml_write,0.1.2,MIT OR Apache-2.0,https://github.com/toml-rs/toml
tracing,0.1.44,MIT,https://github.com/tokio-rs/tracing
tracing-attributes,0.1.31,MIT,https://github.com/tokio-rs/tracing
tracing-core,0.1.36,MIT,https://github.com/tokio-rs/tracing
tracing-log,0.2.0,MIT,https://github.com/tokio-rs/tracing
tracing-oslog,0.3.0,Zlib,https://github.com/Absolucy/tracing-oslog
tracing-subscriber,0.3.23,MIT,https://github.com/tokio-rs/tracing
tracing-wasm,0.2.1,MIT OR Apache-2.0,https://github.com/storyai/tracing-wasm
triple_buffer,8.1.1,MPL-2.0,https://github.com/HadrienG2/triple-buffer
ttf-parser,0.25.1,MIT OR Apache-2.0,https://github.com/harfbuzz/ttf-parser
twox-hash,2.1.2,MIT,https://github.com/shepmaster/twox-hash
typeid,1.0.3,MIT OR Apache-2.0,https://github.com/dtolnay/typeid
typenum,1.20.0,MIT OR Apache-2.0,https://github.com/paholg/typenum
typewit,1.15.2,Zlib,https://github.com/rodrimati1992/typewit/
ulid,1.2.1,MIT,https://github.com/dylanhart/ulid-rs
unarray,0.1.4,MIT OR Apache-2.0,https://github.com/cameron1024/unarray
unicode-bidi,0.3.18,MIT OR Apache-2.0,https://github.com/servo/unicode-bidi
unicode-ident,1.0.24,(MIT OR Apache-2.0) AND Unicode-3.0,https://github.com/dtolnay/unicode-ident
unicode-linebreak,0.1.5,Apache-2.0,https://github.com/axelf4/unicode-linebreak
unicode-script,0.5.8,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-script
unicode-segmentation,1.12.0,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-segmentation
unicode-width,0.2.2,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-width
unicode-xid,0.2.6,MIT OR Apache-2.0,https://github.com/unicode-rs/unicode-xid
untrusted,0.9.0,ISC,https://github.com/briansmith/untrusted
ureq,2.12.1,MIT OR Apache-2.0,https://github.com/algesten/ureq
url,2.5.8,MIT OR Apache-2.0,https://github.com/servo/rust-url
utf8_iter,1.0.4,Apache-2.0 OR MIT,https://github.com/hsivonen/utf8_iter
utf8parse,0.2.2,Apache-2.0 OR MIT,https://github.com/alacritty/vte
uuid,1.23.1,Apache-2.0 OR MIT,https://github.com/uuid-rs/uuid
valuable,0.1.1,MIT,https://github.com/tokio-rs/valuable
variadics_please,1.1.0,MIT OR Apache-2.0,https://github.com/bevyengine/variadics_please
vec_map,0.8.2,MIT/Apache-2.0,https://github.com/contain-rs/vec-map
version_check,0.9.5,MIT/Apache-2.0,https://github.com/SergioBenitez/version_check
vleue_navigator,0.15.0,MIT OR Apache-2.0,https://github.com/vleue/vleue_navigator
voronoice,0.2.0,MIT,https://github.com/andreesteve/voronoice
wait-timeout,0.2.1,MIT/Apache-2.0,https://github.com/alexcrichton/wait-timeout
walkdir,2.5.0,Unlicense/MIT,https://github.com/BurntSushi/walkdir
wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi
wasip2,1.0.3+wasi-0.2.9,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi-rs
wasip3,0.4.0+wasi-0.3.0-rc-2026-01-06,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasi-rs
wasm-bindgen,0.2.121,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen
wasm-bindgen-futures,0.4.71,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures
wasm-bindgen-macro,0.2.121,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro
wasm-bindgen-macro-support,0.2.121,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro-support
wasm-bindgen-shared,0.2.121,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared
wasm-encoder,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasm-encoder
wasm-metadata,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasm-metadata
wasmparser,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasmparser
wayland-backend,0.3.15,MIT,https://github.com/smithay/wayland-rs
wayland-client,0.31.14,MIT,https://github.com/smithay/wayland-rs
wayland-csd-frame,0.3.0,MIT,https://github.com/rust-windowing/wayland-csd-frame
wayland-cursor,0.31.14,MIT,https://github.com/smithay/wayland-rs
wayland-protocols,0.32.12,MIT,https://github.com/smithay/wayland-rs
wayland-protocols-plasma,0.3.12,MIT,https://github.com/smithay/wayland-rs
wayland-protocols-wlr,0.3.12,MIT,https://github.com/smithay/wayland-rs
wayland-scanner,0.31.10,MIT,https://github.com/smithay/wayland-rs
wayland-sys,0.31.11,MIT,https://github.com/smithay/wayland-rs
web-sys,0.3.98,MIT OR Apache-2.0,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys
web-time,1.1.0,MIT OR Apache-2.0,https://github.com/daxpedda/web-time
webbrowser,1.2.1,MIT OR Apache-2.0,https://github.com/amodm/webbrowser-rs
